estudiante_id,genero,nse,region,capacidad_score,capacidad_nivel,rama_real,opcion_real,opcion_numero,motivacion_principal,presion_familiar,consistencia,fase1_p01,fase1_p02,fase1_p03,fase1_p04,fase1_p05,fase1_p06,fase1_p07,fase1_p08,fase1_p09,fase1_p10,fase1_p11,fase1_p12,fase1_p13,fase1_p14,fase1_p15,fase1_p16,fase1_p17,fase1_p18,fase1_p19,fase1_p20,fase1_p21,fase1_p22,fase1_p23,fase1_p24,fase1_p25,fase1_p26,fase1_p27,fase1_p28,fase1_p29,fase1_p30,fase1_p31,fase1_p32,fase1_p33,fase1_p34,fase1_p35,fase1_p36,fase1_p37,fase1_p38,fase1_p39,fase1_p40,fase1_p41,fase1_p42,fase1_p43,fase1_p44,fase1_p45,fase1_p46,fase1_p47,fase1_p48,fase1_p49,fase1_p50,fase1_p51,fase1_p52,fase1_p53,fase1_p54,fase1_p55,fase1_p56,fase1_p57,fase1_p58,fase1_p59,fase1_p60,fase1_p61,fase1_p62,fase1_p63,fase1_p64,fase1_p65,fase1_p66,fase1_p67,fase1_p68,fase1_p69,fase1_p70,fase1_p71,fase1_p72,fase1_p73,fase1_p74,fase1_p75,fase1_p76,fase1_p77,fase1_p78,fase1_p79,fase1_p80,fase2_p01,fase2_p02,fase2_p03,fase2_p04,fase2_p05,fase2_p06,fase2_p07,fase2_p08,fase2_p09,fase2_p10,fase2_p11,fase2_p12,fase2_p13,fase2_p14,fase2_p15,fase2_p16,fase2_p17,fase2_p18,fase2_p19,fase2_p20,fase2_p21,fase2_p22,fase2_p23,fase2_p24,fase2_p25,fase2_p26,fase2_p27,fase2_p28,fase2_p29,fase2_p30,fase2_p31,fase2_p32,fase2_p33,fase2_p34,fase2_p35,fase2_p36,fase2_p37,fase2_p38,fase2_p39,fase2_p40,fase2_p41,fase2_p42,fase2_p43,fase2_p44,fase2_p45,fase2_p46,fase2_p47,fase2_p48,fase2_p49,fase2_p50,fase2_p51,fase2_p52,fase2_p53,fase2_p54,fase2_p55,fase2_p56,fase2_p57,fase2_p58,fase2_p59,fase2_p60,fase2_p61,fase2_p62,fase2_p63,fase2_p64,fase2_p65,fase2_p66,fase2_p67,fase2_p68,fase2_p69,fase2_p70,fase2_p71,fase2_p72,fase2_p73,fase2_p74,fase2_p75,fase2_p76,fase2_p77,fase2_p78,fase2_p79,fase2_p80
606,F,medio_alto,pacifico,1.2,media,Ingenieria,ARQ,10,estabilidad_economica,0.412,0.811,D,D,B,A,C,B,A,D,C,A,A,E,C,C,C,D,B,B,B,D,D,B,C,C,D,A,D,C,B,B,C,B,B,B,C,B,B,C,D,A,B,C,A,D,C,E,C,D,B,B,C,B,B,B,B,B,B,C,B,B,B,A,C,B,A,B,C,B,B,B,B,C,B,B,B,A,B,D,B,C,A,A,E,E,E,B,E,E,E,E,B,E,B,A,E,E,E,E,E,C,D,D,B,A,C,B,C,E,E,D,D,E,E,B,B,E,A,A,E,B,D,A,E,E,C,D,E,E,D,B,E,B,C,C,E,C,E,A,B,E,C,E,D,E,D,B,E,C,E,E,D,E,E,B,C,E,E,C,A,A
607,F,medio,sur,0.607,media,Salud,ENF,5,balance_vida_trabajo,0.439,0.674,C,D,D,C,B,B,A,D,B,A,C,B,D,B,B,E,B,C,B,A,D,B,E,C,D,B,A,C,B,E,B,A,B,E,B,C,E,C,A,A,A,B,D,B,C,A,C,D,B,C,C,B,C,D,D,B,A,C,A,A,B,C,C,A,B,B,C,B,A,B,E,C,A,B,E,A,A,C,A,C,E,E,E,E,E,D,E,E,C,D,B,D,E,E,D,C,B,E,E,E,B,D,D,C,C,B,E,B,E,E,C,E,E,D,E,E,B,E,E,E,D,C,C,C,B,E,B,C,E,E,E,B,E,E,E,E,C,D,D,E,B,C,D,E,C,C,E,B,E,D,E,E,E,E,D,C,E,E,C,A
608,M,medio,sur,0.489,media,Ingenieria,ELEC,7,crecimiento_profesional,0.446,0.864,A,B,D,A,C,B,B,B,A,A,D,E,C,B,B,D,B,B,C,B,D,B,B,C,C,A,B,C,B,E,A,B,B,B,A,C,E,C,A,A,D,B,B,B,C,D,C,B,B,B,C,B,B,B,B,B,B,C,B,D,B,C,C,B,B,B,C,B,B,B,D,C,B,B,C,A,D,D,B,C,B,B,B,D,B,B,D,D,B,B,B,C,B,B,E,B,B,B,A,B,B,B,B,D,B,B,B,B,B,A,B,B,A,D,E,B,D,B,B,B,B,B,B,C,B,B,B,B,B,B,B,A,B,B,B,B,C,B,B,B,B,B,B,B,C,B,B,B,C,B,B,B,B,B,B,D,E,B,B,B
609,F,medio,centro,0.244,media_baja,Oficios_Basicos,CHOFER,22,crecimiento_profesional,0.576,0.896,D,D,D,A,D,B,A,D,B,A,A,B,C,D,B,B,B,E,B,B,D,B,D,C,D,B,D,C,B,E,D,D,B,B,A,C,D,C,C,A,A,C,D,C,C,D,C,C,B,C,C,C,A,D,D,B,D,C,D,A,B,C,C,B,B,E,C,C,C,B,D,C,A,B,A,A,D,B,B,C,B,D,B,C,C,B,B,B,B,B,D,B,B,C,B,B,D,B,B,B,B,B,B,C,B,D,A,B,B,B,C,B,C,B,D,B,C,B,C,C,B,D,B,B,B,D,B,E,B,B,B,B,A,B,B,B,B,D,B,E,E,B,B,B,C,C,D,B,B,B,B,C,B,D,B,B,D,C,A,B
610,M,bajo,centro,0.483,baja,Oficios_Tecnicos,TEC_ENF,16,ayudar_familia,0.441,0.713,E,D,D,C,C,E,D,D,C,C,C,E,B,D,B,D,E,C,D,D,E,D,B,E,D,A,D,D,D,C,C,E,E,E,E,D,D,C,E,E,C,A,D,A,D,B,D,D,B,E,A,E,E,C,A,C,D,E,D,D,D,D,D,D,C,D,A,D,A,C,E,B,D,E,E,C,D,E,D,B,A,A,A,A,B,E,A,A,A,A,A,E,C,B,B,A,B,B,A,C,B,A,B,A,A,B,C,A,A,A,A,A,B,A,B,A,A,B,E,B,A,C,E,D,D,A,C,B,E,A,E,B,B,A,A,D,B,A,B,A,B,A,B,A,A,A,D,A,B,A,D,A,E,A,B,A,A,A,D,A
611,M,medio,norte,0.964,media,Ingenieria,ARQ,10,crecimiento_profesional,0.337,0.927,E,A,B,A,C,B,B,B,D,D,C,A,C,D,B,B,B,B,D,D,D,B,E,C,D,A,B,C,B,D,B,B,B,B,B,B,B,C,B,A,E,B,D,B,C,B,C,D,B,B,C,B,B,B,B,B,E,C,B,A,B,B,C,B,A,B,C,B,B,B,D,C,B,B,D,A,D,D,B,C,E,D,E,E,E,E,D,E,E,E,E,B,B,B,D,C,E,C,C,C,B,E,D,C,E,E,C,E,E,D,B,C,D,E,E,E,E,C,D,C,B,D,D,E,E,C,D,C,E,E,E,B,E,E,B,E,D,E,E,C,E,E,E,E,E,E,B,E,E,C,B,B,E,E,B,B,E,D,E,D
612,M,medio,centro,0.589,media_baja,Negocios,COM,15,balance_vida_trabajo,0.695,0.91,B,C,D,C,E,B,B,E,D,C,A,E,D,E,B,D,B,C,A,C,A,B,B,C,D,A,E,C,B,C,B,C,B,E,B,B,C,C,C,A,D,B,C,D,C,D,C,C,B,D,C,E,A,D,A,B,B,C,B,B,B,E,C,E,B,C,C,B,C,B,D,C,B,B,D,A,C,B,D,C,D,E,B,E,C,B,E,C,E,E,E,B,E,E,E,E,E,E,E,E,D,E,B,E,B,A,E,E,E,E,E,E,E,E,E,A,E,B,E,B,A,B,E,E,B,E,A,E,E,E,B,E,E,C,E,E,C,B,C,D,A,B,B,C,E,D,E,D,D,A,E,E,A,E,C,B,B,A,D,D
613,F,medio,norte,1.77,alta,Negocios,ADM,11,crecimiento_profesional,0.328,0.856,E,D,D,A,D,B,B,D,B,A,B,D,C,C,B,C,B,A,B,B,A,B,C,C,D,A,C,C,B,B,B,E,B,D,A,B,C,C,B,A,A,B,C,A,C,D,C,C,B,C,C,C,B,B,C,B,B,C,D,B,B,D,C,A,A,D,C,B,E,B,C,C,A,B,D,A,C,A,D,C,A,A,A,B,A,A,C,B,B,A,B,D,D,D,B,A,A,A,A,A,D,A,A,A,A,A,A,C,D,C,D,C,C,E,E,A,C,A,D,E,A,A,B,C,A,A,A,A,E,A,C,C,C,A,A,B,E,C,A,A,E,A,A,A,D,A,A,A,A,A,B,C,A,D,A,D,B,B,E,D
614,F,medio,pacifico,0.375,media_baja,Oficios_Basicos,CHOFER,22,estabilidad_economica,0.593,0.744,E,D,D,A,E,B,B,E,D,E,D,E,C,D,B,D,B,E,C,E,A,B,D,C,D,A,E,C,B,E,D,B,B,D,A,C,D,C,D,A,D,C,C,A,C,A,C,E,A,B,C,E,A,B,D,B,C,C,D,C,B,B,C,D,D,D,C,B,E,B,D,C,A,B,E,A,A,D,E,C,B,B,B,A,B,B,B,B,B,B,B,B,B,C,B,C,B,B,B,D,B,B,B,D,E,B,B,B,D,B,D,D,B,B,B,B,B,C,B,B,C,A,B,B,B,D,B,D,B,B,B,B,B,B,B,C,B,A,B,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,C,B,B,B,B
615,F,medio_alto,centro,2.0,alta,Ingenieria,ARQ,10,estabilidad_economica,0.511,0.773,D,B,B,B,C,B,B,B,B,C,C,C,C,C,B,D,B,D,B,E,A,B,B,C,B,A,B,C,B,B,B,B,B,B,A,B,B,C,B,A,E,C,B,A,C,B,C,D,B,B,C,B,A,D,B,B,A,C,C,A,B,E,C,B,C,B,C,B,A,B,B,C,E,B,B,A,B,C,E,C,E,E,E,D,A,E,E,E,B,E,B,E,C,C,A,B,A,E,E,E,C,E,D,E,E,B,E,B,C,E,E,B,C,B,E,A,B,B,A,E,E,E,D,A,E,E,C,E,C,A,E,E,B,E,E,E,D,E,E,C,E,D,A,E,E,D,E,E,E,C,E,E,C,E,E,E,D,E,E,D
616,F,medio_alto,centro,1.732,alta,Ingenieria,ELEC,7,estabilidad_economica,0.606,0.71,E,D,B,B,C,B,B,B,B,D,A,A,C,B,B,E,B,D,A,B,A,B,B,C,A,A,B,C,B,B,B,D,B,A,B,B,E,C,B,A,E,B,E,D,C,D,C,A,B,B,C,C,A,B,D,B,B,C,B,C,B,C,C,B,A,A,C,B,E,B,B,C,B,B,D,A,C,D,B,C,B,D,D,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,C,D,C,B,B,B,B,B,E,C,B,B,C,D,B,B,B,B,B,E,C,B,C,D,B,D,B,E,E,B,B,D,C,E,C,E,B,B,B,B,B,B,B,B,B,A,B,E,B,B,B,B,E
617,M,bajo,sur,0.707,media,Oficios_Basicos,AYU_COCINA,25,estabilidad_economica,0.231,0.693,E,E,D,A,C,B,B,C,A,B,B,E,C,B,B,D,B,C,D,B,A,B,D,C,D,B,A,C,B,D,C,D,B,E,B,C,D,C,C,A,D,C,B,B,C,D,C,B,A,D,C,A,A,B,A,B,D,C,E,B,B,E,C,D,A,E,C,C,B,B,D,C,E,B,B,A,E,A,D,C,C,E,B,E,E,B,B,C,E,C,E,D,C,E,E,D,B,C,E,E,B,B,C,E,C,E,E,E,D,B,E,B,E,E,E,E,C,E,C,E,C,E,E,E,E,E,C,E,E,E,E,B,D,E,E,D,E,E,E,E,E,E,E,A,D,E,E,E,B,E,E,E,E,E,A,E,E,C,E,E
618,M,medio,pacifico,0.981,media,Ingenieria,SW,6,crecimiento_profesional,0.535,0.859,A,A,B,C,C,B,B,E,B,D,A,A,C,D,B,D,B,B,B,D,A,B,D,C,D,A,B,C,C,B,D,B,B,B,B,C,B,C,B,A,B,B,B,A,C,B,C,B,B,B,C,B,A,D,D,B,B,C,D,A,B,B,C,B,C,B,C,B,B,B,B,C,D,B,B,A,B,A,D,C,E,A,A,B,A,C,B,A,C,B,A,A,A,A,A,A,A,C,E,A,A,B,C,B,B,A,A,A,E,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,C,A,D,A,C,A,A,C,D,A,C,A,C,A,A,A,C,A,C,A,C,A,B,D,D,A,B,A,B,E,A,C,E,B,A,C
619,M,bajo,centro,0.339,baja,Oficios_Basicos,AYU_COCINA,25,empleabilidad_rapida,0.677,0.826,E,C,D,E,B,D,C,D,A,A,E,E,A,D,E,D,C,B,C,D,B,A,E,B,E,E,D,A,E,C,E,C,C,D,B,C,E,B,A,D,B,C,D,D,A,E,E,B,B,D,E,B,C,D,D,B,C,E,E,C,A,E,A,D,B,D,E,D,E,C,D,D,D,C,D,D,E,A,D,A,E,E,C,E,D,B,E,E,E,E,E,E,C,E,C,E,A,E,E,B,E,E,D,A,C,E,A,A,A,B,E,C,E,C,E,E,D,D,E,C,E,A,C,A,E,E,B,E,C,C,E,E,D,E,E,E,D,D,C,C,D,E,E,D,E,E,D,E,E,D,A,B,C,A,E,C,E,B,E,E
620,M,bajo,norte,0.586,media_baja,Oficios_Tecnicos,TEC_AUTO,20,estabilidad_economica,0.427,0.65,E,E,D,A,D,B,B,D,D,A,C,B,C,B,B,D,B,E,D,D,A,B,E,C,D,C,C,C,B,E,A,E,B,E,C,B,C,C,B,A,E,B,B,C,C,C,C,D,B,D,C,E,C,D,D,B,B,C,E,B,B,B,C,C,B,D,C,C,D,B,D,C,D,B,C,A,D,C,D,C,E,A,D,E,E,E,E,E,E,B,E,E,E,E,A,E,E,E,B,D,C,E,A,D,A,E,E,E,B,B,E,E,A,E,E,B,A,C,B,B,B,E,B,E,E,E,E,C,E,D,B,E,E,D,E,B,B,E,B,C,E,C,E,E,E,E,E,C,A,E,D,D,B,D,E,D,E,D,A,C
621,F,medio,norte,0.442,media_baja,Oficios_Basicos,ALBANIL,21,estabilidad_economica,0.384,0.871,E,D,A,A,E,B,B,D,A,C,D,E,C,D,C,D,B,D,C,E,A,B,D,C,D,B,A,C,B,B,B,B,B,D,A,B,D,C,D,A,D,C,E,C,C,D,C,E,B,C,C,E,B,D,D,B,D,C,D,C,B,C,C,E,D,C,C,C,B,B,D,C,D,B,C,A,E,C,C,C,B,C,C,C,A,D,A,A,B,A,A,C,A,A,E,A,A,C,B,B,E,B,D,A,A,D,C,D,C,B,D,A,A,D,A,C,C,A,C,A,D,D,E,A,C,D,A,B,B,A,A,B,A,A,A,D,A,A,A,A,C,B,A,A,A,A,A,A,D,B,A,C,C,A,B,D,A,E,E,A
622,F,medio_alto,norte,1.344,media_alta,Salud,ENF,5,estabilidad_economica,0.435,0.888,B,D,D,A,B,B,B,D,B,B,A,E,C,D,B,D,B,A,C,E,A,B,A,C,D,B,A,C,B,D,A,A,B,D,B,C,B,C,A,A,D,B,A,B,C,A,C,D,B,A,C,A,B,B,A,B,A,C,A,D,B,B,C,B,A,C,C,B,D,B,A,C,A,B,A,A,D,A,A,C,D,E,E,E,E,A,E,E,E,B,C,E,B,E,D,E,B,C,E,E,E,C,D,E,C,E,E,E,C,E,E,A,E,E,D,E,E,B,D,E,E,C,B,A,A,E,E,D,C,E,E,C,E,D,E,E,D,C,C,E,D,B,C,E,E,D,E,B,E,C,A,E,B,E,B,A,A,E,E,E
623,F,medio,norte,0.9,media_baja,Negocios,DER,14,estabilidad_economica,0.491,0.907,C,C,D,C,A,B,B,A,B,E,C,C,D,D,C,D,B,D,B,C,D,B,D,C,D,B,C,C,B,D,C,C,B,D,C,B,D,C,C,A,D,B,B,B,C,C,C,D,B,D,C,D,B,B,C,B,D,C,C,D,B,C,C,D,C,C,C,C,C,B,D,C,C,B,D,A,C,B,A,C,D,D,D,B,E,D,D,D,C,D,E,D,D,E,D,D,C,D,D,D,D,D,E,D,D,D,D,D,B,D,D,D,D,D,A,D,D,D,D,D,C,D,D,D,E,D,D,D,D,D,D,D,D,D,B,D,A,B,D,D,E,D,B,D,D,A,D,D,D,D,C,D,D,C,D,D,D,D,D,D
624,F,bajo,sur,0.432,baja,Oficios_Tecnicos,CHEF,19,empleabilidad_rapida,0.249,0.703,B,D,A,D,C,A,E,C,D,A,B,C,D,D,D,D,A,C,C,D,B,C,A,E,D,C,D,D,B,D,C,D,A,D,E,D,E,A,C,D,D,A,B,C,E,E,B,C,D,B,A,B,D,C,B,C,B,E,D,D,D,B,D,D,E,E,B,E,A,D,E,D,B,E,D,B,D,E,D,A,C,D,D,B,D,D,C,D,B,D,D,B,D,D,D,C,B,D,D,C,D,D,D,C,C,D,D,D,B,D,D,D,D,D,D,D,D,D,B,D,B,B,E,B,D,D,D,D,D,D,B,D,D,A,E,D,D,D,D,D,D,B,D,B,D,D,D,D,D,D,B,D,D,D,A,D,D,E,A,B
625,F,medio,norte,1.198,media,Ingenieria,ELEC,7,balance_vida_trabajo,0.516,0.816,E,D,D,A,C,B,B,D,B,D,C,B,C,A,C,D,B,B,A,D,D,B,B,C,B,A,D,C,B,B,B,B,B,B,B,C,B,C,B,A,C,B,E,B,C,B,C,B,B,B,C,D,C,D,A,B,E,C,B,B,B,B,C,B,B,B,C,C,B,B,B,C,A,B,B,A,E,C,B,C,C,D,B,B,B,B,E,D,B,B,E,A,A,C,B,B,A,B,C,C,B,D,B,B,B,B,B,B,D,B,B,B,D,B,B,B,B,B,C,B,D,B,D,D,B,B,B,B,C,B,B,C,B,D,E,B,A,B,D,B,B,B,A,B,B,B,B,B,E,E,C,B,B,B,B,B,B,B,D,B
626,M,medio_alto,pacifico,1.148,media_alta,Salud,MED,1,balance_vida_trabajo,0.227,0.912,D,B,A,B,B,B,B,D,A,B,B,B,C,D,B,D,B,A,B,E,A,B,B,C,E,A,A,C,B,A,C,C,B,C,A,B,B,C,E,A,B,B,B,B,C,D,C,B,B,B,C,A,C,B,B,B,B,C,C,B,B,B,C,A,C,B,C,B,B,B,B,C,D,B,A,A,B,C,A,C,D,D,B,B,A,E,A,A,A,A,B,A,B,C,A,A,A,A,A,A,D,B,A,A,A,B,D,A,B,D,D,A,D,B,A,A,A,A,A,B,A,D,A,C,A,E,D,A,C,C,A,A,A,A,C,A,A,A,A,A,A,A,E,A,B,A,A,D,D,E,A,A,A,A,A,B,C,A,A,A
627,F,medio_alto,centro,0.553,media,Oficios_Tecnicos,TEC_ENF,16,estabilidad_economica,0.479,0.765,C,C,D,C,B,B,A,D,D,B,B,E,C,D,C,D,B,E,C,D,D,B,D,C,D,A,D,C,B,A,A,A,B,D,B,B,D,C,E,A,E,C,D,B,C,A,C,E,B,C,C,D,B,D,E,B,D,C,A,C,B,D,C,B,A,A,C,B,A,B,E,C,D,B,D,A,A,D,E,C,B,A,A,B,E,A,B,C,A,A,A,B,A,B,A,A,A,D,C,A,A,C,C,D,A,A,A,A,E,A,B,A,B,D,A,D,D,A,B,A,A,A,A,B,A,B,A,B,C,C,A,A,E,C,E,A,D,D,A,B,C,C,B,A,A,D,A,A,D,D,E,D,C,A,A,A,D,E,A,C
628,F,medio,norte,0.769,media,Oficios_Tecnicos,TEC_AUTO,20,balance_vida_trabajo,0.558,0.684,D,D,B,C,B,B,A,D,D,B,D,E,C,B,B,E,B,C,C,D,A,B,D,C,E,A,D,C,B,E,C,D,B,D,C,B,E,C,B,A,D,B,E,B,C,B,C,D,B,E,C,E,B,B,D,B,B,C,D,D,B,D,C,D,A,D,C,B,B,B,E,C,D,B,D,A,D,B,E,C,E,C,E,C,E,E,C,D,E,D,C,E,E,E,E,B,B,E,E,E,C,E,E,E,E,E,A,C,E,E,E,C,E,D,C,C,E,E,E,E,E,E,B,E,A,E,E,A,C,E,E,D,B,E,E,E,E,C,E,E,E,E,E,C,E,B,E,A,E,B,E,D,E,C,D,E,B,E,B,B
629,F,alto,sur,0.65,media_baja,Oficios_Tecnicos,CHEF,19,realizacion_personal,0.669,0.724,E,D,A,B,C,B,B,B,B,E,A,E,D,B,B,D,B,E,C,A,A,B,E,C,D,C,B,C,B,D,A,D,B,A,A,C,D,C,C,A,A,C,E,A,C,D,C,A,B,D,C,E,B,B,A,B,B,C,B,B,B,D,C,C,B,D,C,C,E,B,E,C,B,B,C,A,D,B,E,C,D,C,D,D,C,D,D,D,D,D,B,D,D,D,B,D,D,D,D,E,D,D,B,A,D,D,B,D,D,B,D,D,D,D,D,D,C,B,B,D,D,A,D,B,B,D,D,B,D,D,D,D,D,C,D,D,D,D,D,D,B,D,D,D,B,D,D,C,C,D,D,D,B,D,B,D,A,D,D,D
630,F,medio,centro,1.074,media,Ingenieria,ARQ,10,estabilidad_economica,0.453,0.713,E,D,E,A,C,B,A,D,D,B,B,A,C,E,C,D,B,B,B,B,D,B,B,C,B,C,B,C,C,B,C,B,A,B,B,B,A,C,B,A,B,C,B,A,C,B,C,B,B,E,C,B,C,B,D,B,B,C,B,A,B,D,C,B,B,B,C,C,E,B,B,C,D,B,B,A,B,C,B,C,E,D,E,B,E,D,E,E,E,C,C,D,C,E,E,E,D,B,C,E,C,E,C,E,D,E,D,E,E,E,E,E,E,E,D,E,E,E,E,E,B,E,A,C,E,E,B,E,C,E,E,B,B,A,E,E,B,B,E,E,B,E,D,E,B,B,E,E,E,D,C,D,B,A,E,E,E,E,C,D
631,F,medio_alto,centro,0.262,media_baja,Negocios,MKT,13,balance_vida_trabajo,0.523,0.756,E,D,D,B,D,B,A,D,B,A,B,D,C,D,B,C,B,D,A,D,A,B,E,C,D,A,D,C,C,E,B,E,B,B,A,C,B,C,E,A,B,C,E,B,C,A,C,E,B,D,C,E,A,B,C,B,A,C,E,A,B,D,C,D,D,D,C,B,C,B,E,C,D,B,B,A,A,B,C,C,C,B,B,D,C,C,C,C,C,C,C,C,E,C,C,D,C,C,C,C,C,C,C,C,C,B,C,B,C,C,A,C,C,C,C,D,B,C,C,B,D,C,A,B,C,B,A,C,D,D,B,C,A,C,C,C,C,D,C,B,C,C,B,C,A,C,C,C,C,A,C,C,C,C,C,B,D,C,A,C
632,M,bajo,pacifico,1.118,media,Oficios_Tecnicos,CHEF,19,ayudar_familia,0.447,0.768,A,D,D,A,B,B,B,D,A,E,B,B,C,D,B,D,B,C,A,D,A,B,B,C,D,B,A,C,C,D,B,A,A,E,A,B,D,C,B,A,B,C,D,A,C,D,C,A,B,B,C,D,D,B,A,B,E,C,E,A,B,E,C,E,B,D,C,B,E,B,D,C,D,B,D,A,B,A,B,C,B,D,D,D,D,D,D,D,D,D,E,B,D,C,D,D,D,D,D,C,D,D,D,D,C,D,B,D,A,D,E,E,B,D,D,D,B,B,E,D,D,D,D,D,D,B,D,D,C,D,D,A,D,D,D,D,C,D,D,D,D,D,E,D,D,D,D,D,D,D,D,C,A,D,C,D,D,D,D,D
633,M,bajo,norte,0.253,baja,Oficios_Tecnicos,TEC_SIS,17,empleabilidad_rapida,0.556,0.823,E,E,E,B,A,E,C,A,C,E,C,D,D,D,E,D,D,B,E,A,E,C,E,E,B,C,E,B,E,C,D,D,D,D,C,D,D,E,B,C,B,D,D,C,E,C,E,C,C,E,E,E,D,C,C,C,D,E,D,C,A,C,D,E,D,B,E,D,D,E,E,B,D,E,A,C,A,C,E,D,B,B,B,B,B,D,B,B,C,B,B,A,E,C,B,B,B,B,B,B,B,B,B,B,E,B,B,B,C,B,B,B,E,B,D,B,B,B,A,B,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,A,B,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C
634,M,medio,centro,1.165,media_alta,Salud,ODO,4,crecimiento_profesional,0.507,0.861,D,D,B,A,E,B,B,A,D,B,D,B,C,B,B,B,B,D,B,B,A,B,D,C,B,C,B,C,B,B,D,A,B,B,C,B,D,C,D,A,D,C,E,B,C,A,C,A,B,A,C,A,C,B,A,B,A,C,D,C,B,C,C,C,C,D,C,B,E,B,A,C,B,B,B,A,A,D,D,C,D,B,D,D,D,D,E,D,D,A,D,D,C,D,E,D,D,D,D,D,D,D,D,D,E,D,E,D,D,A,D,D,C,D,D,D,D,B,D,D,D,E,C,B,D,D,B,D,D,C,D,D,D,D,D,D,D,D,D,B,C,D,D,D,C,E,D,E,D,D,D,D,D,D,B,D,D,D,B,D
635,M,medio,sur,0.547,media,Negocios,DER,14,estabilidad_economica,0.481,0.828,E,D,E,B,E,B,A,D,C,A,A,D,D,D,B,D,B,C,C,D,D,B,D,C,C,C,D,C,B,E,B,D,A,C,D,B,A,C,E,A,D,B,D,C,C,C,C,E,B,D,C,B,B,B,A,B,D,C,A,B,B,B,C,D,C,D,C,C,D,B,D,C,C,B,C,A,C,C,B,C,D,D,A,B,D,D,C,D,D,C,A,D,D,D,C,D,D,D,C,B,D,D,D,B,D,B,D,D,D,D,D,D,D,D,C,D,A,D,D,D,B,D,D,D,C,D,D,D,B,A,D,D,D,D,D,C,D,B,D,D,D,D,D,C,C,D,D,A,D,D,D,C,E,D,D,D,B,D,C,A
636,M,medio_alto,centro,0.052,baja,Oficios_Tecnicos,ELEC_IND,18,balance_vida_trabajo,0.584,0.864,E,D,D,D,C,E,C,D,D,A,D,E,E,D,D,D,D,D,E,D,C,D,B,D,D,E,B,B,A,E,B,D,E,C,C,D,B,B,E,E,A,A,D,C,D,C,C,D,C,D,E,D,E,D,A,A,E,D,D,E,E,C,D,D,B,C,A,E,E,C,B,B,B,E,E,B,E,C,E,D,C,C,D,E,C,C,C,E,E,C,C,E,C,C,C,C,A,C,C,C,C,B,B,B,C,C,C,C,C,A,B,C,B,A,C,C,A,C,C,B,C,C,B,C,C,C,C,C,C,A,C,D,C,C,C,C,A,C,B,C,D,C,C,C,C,C,C,D,C,C,C,C,C,C,C,B,D,D,C,D
637,M,bajo,pacifico,0.654,media_baja,Oficios_Tecnicos,CHEF,19,estabilidad_economica,0.57,0.93,E,E,D,B,A,B,B,D,C,A,B,B,C,D,B,D,B,D,B,D,D,B,E,C,D,B,D,C,B,A,A,D,A,B,C,B,D,C,B,A,D,B,D,B,C,B,C,D,B,A,C,C,A,B,D,B,B,C,D,C,B,D,C,E,C,D,C,B,B,B,B,C,D,B,B,A,E,D,D,C,D,D,D,D,B,D,E,A,D,A,B,A,D,D,C,D,D,A,D,A,D,D,C,D,D,D,D,B,C,D,D,A,C,E,D,D,A,D,C,D,D,D,D,D,D,D,B,C,D,A,C,D,C,D,D,D,D,D,A,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D,B,C,B,D,D,B
638,M,medio_alto,norte,1.265,media_alta,Ingenieria,ELEC,7,crecimiento_profesional,0.494,0.949,E,D,D,B,C,B,B,B,B,B,B,A,C,D,B,D,B,B,A,B,D,B,B,C,B,A,E,C,B,B,B,B,B,B,D,B,B,C,B,A,B,C,C,A,C,B,C,C,B,B,C,B,C,B,B,B,B,C,B,A,B,B,C,D,B,B,C,B,A,B,B,C,E,B,B,A,D,B,A,C,B,B,A,A,B,B,B,B,B,B,D,B,B,A,B,B,B,B,B,B,E,B,C,B,B,B,B,B,B,B,A,B,A,B,B,C,B,B,D,B,B,D,B,B,B,C,B,C,B,B,B,C,E,E,B,B,B,B,B,B,B,B,D,B,B,B,B,B,B,B,D,B,B,C,B,B,B,E,C,B
639,M,bajo,centro,0.438,media,Oficios_Tecnicos,TEC_ENF,16,estabilidad_economica,0.624,0.948,E,D,E,A,E,B,B,D,B,A,B,E,C,E,C,D,B,B,C,D,A,B,B,C,D,B,E,C,B,D,D,D,B,B,B,B,E,C,A,A,D,B,D,D,C,D,C,B,B,D,C,D,D,B,D,B,D,C,E,C,B,D,C,E,B,E,C,B,C,B,C,C,C,B,E,A,B,A,B,C,A,B,A,A,D,C,A,A,E,A,A,A,C,B,A,C,A,B,E,B,B,A,B,A,A,C,A,E,C,A,C,A,C,A,A,A,A,A,D,A,A,D,A,C,E,E,A,A,B,B,A,B,E,C,B,D,D,A,C,E,A,A,A,A,C,A,A,B,A,A,D,C,B,A,D,C,B,D,A,C
